timestamp,elbow_angle,wrist_angle,shoulder_angle,hand_x,hand_y,hand_z,wrist_x,wrist_y,wrist_z,elbow_x,elbow_y,elbow_z,shoulder_x,shoulder_y,shoulder_z,velocity_x,velocity_y,velocity_z,acceleration_x,acceleration_y,acceleration_z
2025-03-04 16:39:37.523,100.06009079803847,0,78.6245512185363,0,0,0,928,483,-0.19538620114326477,716,745,-0.4928820729255676,298,684,-0.4350927472114563,0,0,0,0,0,0
2025-03-04 16:39:37.588,100.0975922622689,0,78.84261568401229,0,0,0,929,482,-0.17209868133068085,718,743,-0.48570600152015686,298,683,-0.42148226499557495,0,0,0,0,0,0
2025-03-04 16:39:37.656,100.36500230967876,0,79.5103657505402,0,0,0,935,473,-0.08714812248945236,722,741,-0.4794693887233734,298,683,-0.4224298596382141,0,0,0,0,0,0
2025-03-04 16:39:37.717,100.7665896358222,0,79.77238291586487,0,0,0,938,471,-0.1684229075908661,723,740,-0.4907943606376648,296,683,-0.42104795575141907,0,0,0,0,0,0
2025-03-04 16:39:37.791,100.92007984310145,0,79.71231471910617,0,0,0,937,472,-0.21873895823955536,723,740,-0.5220193862915039,295,683,-0.4417034387588501,0,0,0,0,0,0
2025-03-04 16:39:37.849,101.90287964888861,0,80.4741094307048,0,0,0,937,474,-0.21045711636543274,724,737,-0.5106819868087769,298,683,-0.4429357349872589,0,0,0,0,0,0
2025-03-04 16:39:37.921,102.30460034669676,0,81.0967085844002,0,0,0,937,475,-0.19112589955329895,726,735,-0.48201784491539,296,683,-0.43734389543533325,0,0,0,0,0,0
2025-03-04 16:39:37.988,102.63616201424419,0,81.27121765724756,0,0,0,936,475,-0.23268088698387146,726,734,-0.4960491359233856,292,683,-0.43721240758895874,0,0,0,0,0,0
2025-03-04 16:39:38.058,102.39644961443082,0,81.40048924927521,0,0,0,935,476,-0.21127213537693024,727,733,-0.49511057138442993,302,682,-0.4373820722103119,0,0,0,0,0,0
2025-03-04 16:39:38.115,102.24932847519894,0,81.34650184232638,0,0,0,935,476,-0.21658682823181152,728,733,-0.5049870014190674,303,682,-0.44639328122138977,0,0,0,0,0,0
