Timestamp,Power,Ch.0,Ch.1,Ch.2,Ch.3,Ch.4,Ch.5,Ch.6,Ch.7,Ch.8,Ch.9,Ch.10,Ch.11,Ch.12,Ch.13
2025-03-04 16:35:10,0,145,111,141,132,121,7,135,39,11,12,127,35,127,11
2025-03-04 16:35:10,0,145,111,141,130,121,8,136,41,11,11,127,37,127,11
2025-03-04 16:35:10,0,145,110,141,130,121,7,136,39,11,11,127,34,127,11
2025-03-04 16:35:10,0,145,111,141,130,121,8,136,39,11,12,127,37,126,11
2025-03-04 16:35:10,0,145,111,141,130,122,7,137,38,10,12,127,37,127,11
2025-03-04 16:35:10,0,145,110,141,130,122,10,137,40,10,14,127,36,127,11
2025-03-04 16:35:10,0,145,110,140,130,122,8,137,38,10,11,127,37,127,11
2025-03-04 16:35:10,0,145,109,139,130,122,9,137,37,10,12,127,37,127,11
2025-03-04 16:35:10,0,145,109,141,129,122,10,137,40,10,10,127,36,127,11
2025-03-04 16:35:10,0,145,112,139,127,123,8,137,40,10,12,127,36,127,11
2025-03-04 16:35:10,0,145,111,139,129,123,8,137,40,10,12,127,36,127,11
2025-03-04 16:35:10,0,145,109,139,129,124,7,137,38,10,12,127,36,127,12
2025-03-04 16:35:10,0,145,111,139,127,124,8,137,39,10,12,127,36,127,11
2025-03-04 16:35:10,0,145,111,139,129,125,9,137,37,10,12,127,37,127,12
2025-03-04 16:35:10,0,145,109,139,129,125,10,137,36,10,12,127,37,127,12
2025-03-04 16:35:10,0,145,110,139,128,125,7,136,38,10,11,127,36,127,12
2025-03-04 16:35:10,0,144,110,139,128,126,10,136,37,10,11,127,37,126,12
2025-03-04 16:35:10,0,144,110,139,128,126,8,136,37,10,12,127,37,125,11
2025-03-04 16:35:10,0,144,109,139,128,126,10,136,38,10,12,127,35,125,11
2025-03-04 16:35:10,0,143,110,139,128,126,9,136,38,10,11,127,37,125,12
2025-03-04 16:35:10,0,143,109,140,128,126,9,136,38,10,11,127,35,125,11
2025-03-04 16:35:11,0,143,107,141,128,126,7,136,36,10,12,127,38,125,11
2025-03-04 16:35:11,0,143,110,141,126,125,8,136,36,10,13,127,36,124,11
2025-03-04 16:35:11,0,143,109,142,128,125,8,136,38,10,12,127,36,125,12
