timestamp,elbow_angle,wrist_angle,shoulder_angle,hand_x,hand_y,hand_z,wrist_x,wrist_y,wrist_z,elbow_x,elbow_y,elbow_z,shoulder_x,shoulder_y,shoulder_z,velocity_x,velocity_y,velocity_z,acceleration_x,acceleration_y,acceleration_z
2025-03-04 16:44:00.106,89.9697054689203,0,75.67961720600354,0,0,0,820,526,0.10926368087530136,659,767,-0.2811853289604187,274,686,-0.3580361008644104,0,0,0,0,0,0
2025-03-04 16:44:00.186,90.28650811867526,0,75.5943883288605,0,0,0,820,526,0.11232592910528183,657,766,-0.27316582202911377,275,686,-0.3510986268520355,0,0,0,0,0,0
2025-03-04 16:44:00.246,90.67199391792226,0,75.93636700684786,0,0,0,819,526,0.11095261573791504,657,765,-0.27822452783584595,274,686,-0.3528793752193451,0,0,0,0,0,0
2025-03-04 16:44:00.320,91.01605346366543,0,76.41979044064355,0,0,0,819,522,0.10367508977651596,657,764,-0.2788347601890564,275,687,-0.3552257716655731,0,0,0,0,0,0
2025-03-04 16:44:00.376,90.99013668428672,0,76.5952071877374,0,0,0,819,517,0.030131032690405846,657,763,-0.30785122513771057,275,687,-0.3577483594417572,0,0,0,0,0,0
2025-03-04 16:44:00.452,90.84603721258595,0,76.18201100765192,0,0,0,818,518,0.07406915724277496,657,763,-0.2768074870109558,275,686,-0.33235329389572144,0,0,0,0,0,0
2025-03-04 16:44:00.515,90.92267705720373,0,75.7172542557621,0,0,0,816,523,0.11297914385795593,655,763,-0.2607738673686981,275,686,-0.331558495759964,0,0,0,0,0,0
2025-03-04 16:44:00.578,90.87428667380645,0,75.43526706833867,0,0,0,814,526,0.11149140447378159,655,763,-0.26492682099342346,276,686,-0.3323579430580139,0,0,0,0,0,0
2025-03-04 16:44:00.649,90.53204916957498,0,74.94133370263019,0,0,0,814,526,0.10883290320634842,655,764,-0.2593057453632355,279,686,-0.3299744427204132,0,0,0,0,0,0
2025-03-04 16:44:00.715,90.249928297878,0,74.49134555601256,0,0,0,815,524,0.15419715642929077,655,764,-0.23642541468143463,283,686,-0.3241817057132721,0,0,0,0,0,0
2025-03-04 16:44:00.779,90.37701310924174,0,73.62115939787112,0,0,0,812,535,0.14399071037769318,648,765,-0.2413802444934845,283,684,-0.33690816164016724,0,0,0,0,0,0
2025-03-04 16:44:00.851,90.4366464430821,0,72.78449568370392,0,0,0,810,544,0.1352054625749588,644,767,-0.2625243365764618,283,683,-0.35150042176246643,0,0,0,0,0,0
2025-03-04 16:44:00.914,90.38063283805711,0,72.03650610936027,0,0,0,809,548,0.13065558671951294,640,767,-0.28570812940597534,283,681,-0.36565762758255005,0,0,0,0,0,0
2025-03-04 16:44:00.979,90.52318219350892,0,71.76993212927968,0,0,0,807,552,0.14135657250881195,637,767,-0.28482764959335327,282,681,-0.3639735281467438,0,0,0,0,0,0
2025-03-04 16:44:01.052,90.29023359086649,0,71.6477673653768,0,0,0,806,552,0.14912953972816467,637,767,-0.28358399868011475,282,680,-0.36255720257759094,0,0,0,0,0,0
2025-03-04 16:44:01.108,89.67583034469513,0,71.10506626045725,0,0,0,806,551,0.14591650664806366,637,768,-0.284073144197464,282,679,-0.36174342036247253,0,0,0,0,0,0
2025-03-04 16:44:01.181,89.83366488101778,0,71.29884515370031,0,0,0,806,550,0.06517554074525833,637,768,-0.3257904052734375,273,679,-0.37613731622695923,0,0,0,0,0,0
2025-03-04 16:44:01.250,89.62219714130319,0,71.12260056488746,0,0,0,806,550,0.034908246248960495,637,770,-0.33157867193222046,269,679,-0.37611913681030273,0,0,0,0,0,0
2025-03-04 16:44:01.316,89.44391624939436,0,70.96567497928481,0,0,0,803,556,0.035487834364175797,636,772,-0.3353215456008911,267,679,-0.3794309198856354,0,0,0,0,0,0
2025-03-04 16:44:01.380,89.35407076020033,0,70.76693734555647,0,0,0,802,559,0.048768822103738785,635,773,-0.3288453221321106,265,679,-0.3779413104057312,0,0,0,0,0,0
2025-03-04 16:44:01.450,89.21439869055394,0,70.61673066515185,0,0,0,802,561,0.055754754692316055,634,774,-0.32440149784088135,265,679,-0.37665048241615295,0,0,0,0,0,0
2025-03-04 16:44:01.516,89.1823133343167,0,70.5464381726878,0,0,0,802,561,0.07025119662284851,634,774,-0.317229300737381,265,679,-0.37519821524620056,0,0,0,0,0,0
2025-03-04 16:44:01.581,88.86765071419788,0,70.11007285261208,0,0,0,802,561,0.11102421581745148,634,775,-0.29641515016555786,268,679,-0.3666035532951355,0,0,0,0,0,0
2025-03-04 16:44:01.651,88.93677580137043,0,69.91223619682707,0,0,0,803,561,0.13969959318637848,634,775,-0.275895893573761,269,679,-0.34872472286224365,0,0,0,0,0,0
2025-03-04 16:44:01.714,88.74950847653984,0,69.73422006493018,0,0,0,803,561,0.10492261499166489,634,775,-0.27952954173088074,270,678,-0.3489486277103424,0,0,0,0,0,0
