Timestamp,Power,Ch.0,Ch.1,Ch.2,Ch.3,Ch.4,Ch.5,Ch.6,Ch.7,Ch.8,Ch.9,Ch.10,Ch.11,Ch.12,Ch.13
2025-03-04 16:44:00,0,145,111,142,130,122,8,128,39,12,11,128,35,125,11
2025-03-04 16:44:00,0,145,111,142,128,122,7,128,39,12,13,127,37,125,11
2025-03-04 16:44:00,0,145,111,142,130,122,7,128,40,12,13,128,35,125,11
2025-03-04 16:44:00,0,145,111,142,129,122,7,128,38,12,11,128,35,125,11
2025-03-04 16:44:00,0,145,110,142,129,122,8,128,37,12,13,127,37,125,11
2025-03-04 16:44:00,0,145,112,141,129,122,8,129,39,12,11,127,35,125,11
2025-03-04 16:44:00,0,145,112,140,128,123,8,131,38,11,11,127,36,125,11
2025-03-04 16:44:00,0,145,113,140,128,123,8,131,37,11,12,127,35,126,12
2025-03-04 16:44:00,0,145,110,140,127,124,9,131,37,11,10,127,36,125,11
2025-03-04 16:44:00,0,145,111,140,129,124,7,131,37,11,12,127,36,125,11
2025-03-04 16:44:00,0,144,112,140,127,125,7,130,38,11,12,127,36,124,11
2025-03-04 16:44:00,0,145,113,140,127,124,8,130,38,11,13,127,38,125,11
2025-03-04 16:44:01,0,145,111,140,128,123,8,131,40,11,12,127,36,126,11
2025-03-04 16:44:01,0,145,113,140,128,123,9,131,37,11,11,127,36,126,11
2025-03-04 16:44:01,0,145,112,139,128,123,6,131,38,11,12,127,35,125,12
2025-03-04 16:44:01,0,145,112,140,129,122,8,131,38,11,12,127,35,125,11
2025-03-04 16:44:01,0,145,110,140,128,122,10,130,40,12,11,127,36,125,11
2025-03-04 16:44:01,0,145,111,140,128,122,7,130,39,11,12,127,36,125,11
2025-03-04 16:44:01,0,145,112,141,128,122,7,129,38,12,11,127,36,125,11
2025-03-04 16:44:01,0,145,111,140,128,122,9,130,39,11,12,127,36,125,11
2025-03-04 16:44:01,0,145,110,139,127,123,8,131,39,11,11,127,35,125,11
2025-03-04 16:44:01,0,145,111,139,126,123,8,131,38,11,11,127,37,126,11
2025-03-04 16:44:01,0,145,113,139,126,123,8,131,37,11,11,127,36,126,11
2025-03-04 16:44:01,0,145,112,139,128,123,8,131,37,11,9,127,37,126,11
2025-03-04 16:44:01,0,145,112,140,127,124,9,131,38,11,12,127,37,125,11
2025-03-04 16:44:01,0,144,111,140,126,125,8,130,36,11,11,127,38,124,11
2025-03-04 16:44:01,0,144,111,140,127,125,8,130,35,11,11,127,35,124,11
2025-03-04 16:44:01,0,143,112,140,125,126,10,130,38,11,11,127,36,123,11
2025-03-04 16:44:01,0,143,111,140,127,126,10,129,37,11,12,127,37,123,11
2025-03-04 16:44:01,0,143,110,141,128,126,8,129,38,11,12,127,35,123,11
2025-03-04 16:44:01,0,143,109,140,127,126,7,129,38,11,14,127,36,123,11
2025-03-04 16:44:01,0,143,110,141,126,126,9,129,38,11,14,127,35,123,12
2025-03-04 16:44:01,0,143,111,141,126,126,10,129,37,11,14,127,35,123,11
2025-03-04 16:44:01,0,143,110,141,127,126,7,129,37,11,12,127,35,123,11
2025-03-04 16:44:01,0,143,110,141,127,126,8,129,37,11,13,127,36,124,11
2025-03-04 16:44:02,0,147,116,143,125,124,9,128,36,10,13,126,37,128,11
2025-03-04 16:44:02,0,145,112,144,126,124,9,128,38,11,14,125,36,127,11
2025-03-04 16:44:02,0,144,111,144,125,125,8,128,37,11,13,125,36,127,11
2025-03-04 16:44:02,0,144,111,144,126,125,8,128,38,11,14,125,35,125,11
2025-03-04 16:44:02,0,143,110,142,126,126,10,129,37,11,11,126,35,123,11
2025-03-04 16:44:02,0,143,109,141,125,126,9,129,37,11,13,127,36,123,11
2025-03-04 16:44:02,0,143,110,141,126,126,9,129,36,11,13,127,36,123,11
2025-03-04 16:44:02,0,143,109,141,127,126,7,129,38,11,12,127,36,123,11
2025-03-04 16:44:02,0,143,109,142,126,126,8,129,37,11,13,126,34,124,11
2025-03-04 16:44:02,0,144,112,144,128,125,7,128,36,11,13,125,36,125,11
2025-03-04 16:44:02,0,145,112,144,126,125,10,128,37,11,12,125,36,126,11
2025-03-04 16:44:02,0,144,111,144,127,125,7,128,38,11,14,125,36,127,11
2025-03-04 16:44:02,0,147,113,142,123,124,8,128,37,10,13,129,36,127,11
2025-03-04 16:44:02,0,147,112,142,127,124,9,127,33,10,11,129,39,127,11
2025-03-04 16:44:02,0,147,114,146,125,123,8,121,41,8,11,129,36,133,12
2025-03-04 16:44:02,0,144,119,142,123,128,8,125,35,10,12,131,39,124,11
2025-03-04 16:44:02,0,149,113,139,126,122,7,132,39,9,12,129,37,131,11
2025-03-04 16:44:02,0,144,118,141,124,127,8,123,36,11,12,130,37,124,11
2025-03-04 16:44:02,0,148,110,139,129,126,7,127,37,10,12,131,37,122,11
2025-03-04 16:44:02,0,147,112,145,122,120,9,131,36,10,11,126,36,125,11
2025-03-04 16:44:02,0,149,113,138,130,125,7,129,36,10,11,132,39,125,11
2025-03-04 16:44:02,0,147,110,146,125,120,9,127,38,11,11,126,36,129,11
2025-03-04 16:44:03,0,146,114,140,124,126,7,123,34,10,11,133,37,121,11
2025-03-04 16:44:03,0,146,112,146,128,120,10,126,37,12,10,126,36,128,11
2025-03-04 16:44:03,0,142,113,142,125,128,9,124,36,10,13,131,36,122,11
2025-03-04 16:44:03,0,150,114,147,125,127,8,126,36,10,10,129,38,126,11
2025-03-04 16:44:03,0,146,113,142,125,124,7,126,37,11,11,130,39,126,12
2025-03-04 16:44:03,0,146,113,142,125,124,9,126,35,11,12,129,36,126,11
2025-03-04 16:44:03,0,146,113,141,124,124,7,126,36,11,13,129,34,126,11
2025-03-04 16:44:03,0,146,113,142,126,124,8,126,35,11,11,129,36,126,11
2025-03-04 16:44:03,0,145,113,141,126,124,7,126,37,11,12,129,37,126,11
2025-03-04 16:44:03,0,145,113,141,126,124,7,126,37,12,14,129,37,125,11
2025-03-04 16:44:03,0,145,111,141,127,124,8,126,38,12,12,129,37,125,11
2025-03-04 16:44:03,0,145,113,141,126,124,10,126,37,12,12,129,37,126,11
2025-03-04 16:44:03,0,145,113,141,128,123,8,126,38,12,12,129,36,125,11
2025-03-04 16:44:03,0,145,112,141,128,123,8,126,37,12,11,128,36,125,11
2025-03-04 16:44:03,0,145,112,141,128,122,8,127,37,12,12,128,37,125,11
2025-03-04 16:44:03,0,145,111,141,128,122,8,127,38,12,11,128,36,125,11
2025-03-04 16:44:03,0,145,114,141,129,122,9,128,38,12,11,128,35,125,11
2025-03-04 16:44:03,0,144,112,142,130,122,9,130,38,11,12,127,35,125,11
2025-03-04 16:44:03,0,145,111,141,130,122,6,129,38,12,11,128,35,125,11
2025-03-04 16:44:03,0,145,112,141,130,122,8,128,38,12,12,128,37,125,11
2025-03-04 16:44:03,0,144,114,142,127,122,7,130,39,11,12,127,36,125,11
2025-03-04 16:44:03,0,144,111,142,127,122,9,130,38,11,12,127,36,125,11
2025-03-04 16:44:04,0,144,112,142,128,122,8,130,38,11,13,127,35,125,11
2025-03-04 16:44:04,0,144,112,141,129,122,9,130,38,11,12,127,35,126,11
2025-03-04 16:44:04,0,144,111,141,129,122,8,130,39,11,11,127,36,125,11
2025-03-04 16:44:04,0,145,111,140,128,124,8,130,39,11,10,127,37,126,11
2025-03-04 16:44:04,0,144,114,143,131,122,7,130,39,11,13,127,36,125,11
2025-03-04 16:44:04,0,144,112,142,129,122,10,130,39,11,12,127,36,125,11
2025-03-04 16:44:04,0,144,112,141,127,122,9,130,39,10,11,127,37,126,11
2025-03-04 16:44:04,0,144,110,142,130,122,8,130,38,10,12,127,36,126,11
2025-03-04 16:44:04,0,144,111,143,129,122,7,130,37,10,12,127,37,126,11
2025-03-04 16:44:04,0,144,111,144,130,122,6,130,38,10,12,127,35,126,11
2025-03-04 16:44:04,0,144,112,144,130,122,8,130,39,10,12,127,37,126,11
2025-03-04 16:44:04,0,145,113,146,130,122,8,130,40,10,11,127,36,126,11
2025-03-04 16:44:04,0,145,111,148,130,122,8,130,40,10,12,127,37,126,11
2025-03-04 16:44:04,0,145,111,151,130,122,10,130,39,10,11,127,37,126,11
2025-03-04 16:44:04,0,146,112,155,132,123,8,130,38,10,9,127,36,126,11
2025-03-04 16:44:04,0,146,111,161,133,124,8,130,37,10,11,128,36,127,11
2025-03-04 16:44:04,0,148,112,175,140,129,8,130,38,10,11,128,36,127,12
2025-03-04 16:44:04,0,153,115,216,166,147,8,130,38,9,9,127,38,127,11
2025-03-04 16:44:04,0,146,113,145,132,124,10,130,38,12,14,128,36,125,12
2025-03-04 16:44:04,0,148,114,146,134,126,10,129,37,13,12,129,36,124,11
2025-03-04 16:44:04,0,145,113,155,137,128,9,132,38,12,14,127,36,122,11
2025-03-04 16:44:04,0,145,113,141,128,127,8,132,39,11,12,126,35,123,11
2025-03-04 16:44:05,0,143,112,138,127,126,8,132,36,11,12,126,37,122,11
2025-03-04 16:44:05,0,143,112,138,124,125,8,132,38,11,12,127,37,122,11
2025-03-04 16:44:05,0,143,111,139,125,125,9,132,39,11,14,127,35,122,11
2025-03-04 16:44:05,0,142,112,139,126,125,9,131,38,11,12,127,36,121,11
2025-03-04 16:44:05,0,142,111,140,126,125,9,131,37,11,11,127,35,121,11
2025-03-04 16:44:05,0,142,111,140,125,124,7,131,37,11,13,127,35,121,11
2025-03-04 16:44:05,0,142,111,140,124,124,8,131,37,11,14,127,36,121,11
2025-03-04 16:44:05,0,142,112,140,125,124,9,131,38,11,14,127,36,121,11
2025-03-04 16:44:05,0,142,112,140,125,124,10,131,37,11,14,127,36,121,11
2025-03-04 16:44:05,0,142,111,140,124,124,8,131,37,11,13,127,34,121,11
2025-03-04 16:44:05,0,142,110,140,125,124,9,131,36,11,14,127,35,121,11
2025-03-04 16:44:05,0,142,110,140,125,124,8,131,38,11,13,127,35,121,11
2025-03-04 16:44:05,0,142,111,139,126,124,8,131,39,11,14,127,36,121,11
2025-03-04 16:44:05,0,142,112,140,124,124,8,131,38,11,12,127,36,121,11
2025-03-04 16:44:05,0,142,111,140,125,124,8,131,38,11,13,127,35,121,11
2025-03-04 16:44:05,0,142,111,139,126,124,8,131,37,11,14,127,35,121,11
2025-03-04 16:44:05,0,142,110,140,125,123,9,131,36,11,15,125,36,121,11
2025-03-04 16:44:05,0,142,111,140,124,123,8,131,39,11,14,125,36,121,11
2025-03-04 16:44:05,0,142,112,140,125,123,8,131,36,11,13,126,36,121,11
2025-03-04 16:44:05,0,142,111,140,124,123,10,131,38,11,13,125,36,121,11
2025-03-04 16:44:05,0,142,112,139,125,123,8,131,39,11,16,126,35,121,11
2025-03-04 16:44:05,0,143,111,140,123,123,7,131,38,11,13,125,36,121,11
2025-03-04 16:44:06,0,142,111,139,123,123,8,131,38,11,14,126,37,121,11
2025-03-04 16:44:06,0,142,111,139,124,124,8,131,37,11,16,126,35,121,11
2025-03-04 16:44:06,0,142,114,139,123,123,10,131,39,11,14,126,33,121,11
