Timestamp,Power,Ch.0,Ch.1,Ch.2,Ch.3,Ch.4,Ch.5,Ch.6,Ch.7,Ch.8,Ch.9,Ch.10,Ch.11,Ch.12,Ch.13
2025-03-04 16:44:38,0,143,110,138,126,119,9,130,40,11,10,127,36,126,11
2025-03-04 16:44:38,0,142,110,137,126,119,10,130,38,11,11,127,36,125,11
2025-03-04 16:44:38,0,143,111,137,126,119,8,130,38,11,12,127,36,125,11
2025-03-04 16:44:39,0,143,111,137,125,119,8,130,37,11,11,127,36,126,11
2025-03-04 16:44:39,0,142,112,137,127,119,8,130,37,11,10,127,35,125,11
2025-03-04 16:44:39,0,142,112,138,123,119,7,130,39,11,12,127,37,125,11
2025-03-04 16:44:39,0,142,112,138,125,120,7,130,36,11,13,127,37,125,11
2025-03-04 16:44:39,0,142,110,137,125,120,9,130,35,11,12,127,35,125,11
2025-03-04 16:44:39,0,142,110,137,124,119,7,130,37,11,10,127,35,126,12
2025-03-04 16:44:39,0,141,109,138,125,120,9,130,38,11,13,127,37,124,11
2025-03-04 16:44:39,0,141,110,138,126,121,9,130,38,11,12,127,38,124,12
2025-03-04 16:44:39,0,141,110,138,126,120,10,130,38,11,13,127,36,124,12
2025-03-04 16:44:39,0,141,111,138,124,121,9,130,39,11,12,127,35,124,11
2025-03-04 16:44:39,0,141,110,138,124,121,7,130,38,11,12,127,36,124,11
2025-03-04 16:44:39,0,140,108,138,126,121,7,129,39,11,12,127,35,124,11
2025-03-04 16:44:39,0,140,109,138,123,121,10,129,38,11,13,127,39,124,12
2025-03-04 16:44:39,0,140,110,138,123,122,9,129,37,11,13,127,37,123,12
2025-03-04 16:44:39,0,140,109,139,126,122,9,129,38,11,13,127,36,123,11
2025-03-04 16:44:39,0,140,109,138,123,122,8,129,37,11,12,127,38,123,11
2025-03-04 16:44:39,0,140,108,138,123,122,7,129,40,11,12,127,36,123,11
2025-03-04 16:44:39,0,140,108,138,123,122,8,129,36,11,12,127,36,124,12
2025-03-04 16:44:39,0,141,111,138,124,121,8,130,37,11,13,127,35,124,11
2025-03-04 16:44:39,0,141,109,138,126,121,8,130,38,11,12,127,36,124,12
2025-03-04 16:44:39,0,140,108,138,124,121,9,129,37,11,9,127,37,124,11
2025-03-04 16:44:39,0,141,110,138,126,121,9,130,37,11,14,127,37,124,11
2025-03-04 16:44:40,0,140,109,138,126,122,10,129,36,11,11,127,37,124,11
2025-03-04 16:44:40,0,140,109,139,123,122,9,129,37,11,12,127,36,123,12
2025-03-04 16:44:40,0,140,110,138,125,122,9,129,38,11,11,127,36,123,12
2025-03-04 16:44:40,0,140,108,139,124,122,8,129,38,11,11,127,36,123,11
2025-03-04 16:44:40,0,140,107,139,125,122,8,128,37,11,12,127,36,123,11
2025-03-04 16:44:40,0,140,109,139,126,122,8,128,37,11,14,127,35,123,11
2025-03-04 16:44:40,0,140,108,139,125,122,8,128,36,11,15,127,35,123,11
2025-03-04 16:44:40,0,142,114,142,123,120,10,127,37,10,14,125,36,128,11
